cc_alias	cc_id	language	lexeme	lexeme_id	status	comments 1	comments 2	comments 3
old-B	268	Old_English	eald	21449				
old-B	268	Old_High_German	alt	28010			SS	lat. altus etc.
old-B	268	Schwyzerdutsch	aut	29117				
old-D	622	Cornish	hen	19758				
old-D	622	Irish_B	ʃan	8755				
old-D	622	Old_Irish	sen	28251			SS	lat. senex, senis
old-D	622	Scots_Gaelic	ʃɛn	24049				
old-D	622	Welsh_N	HEN	18544				
old-G	913	Catalan	bɛʎ	4036				
old-G	913	French	vjø	5814				
old-G	913	Friulian	vieli, vieri, vecjo	26276				
old-G	913	Italian	'vekkjo	8951				
old-G	913	Ladin	VEGL	9532				
old-G	913	Latin	ˈwetus	20465			SS	für Rom. eher vetulus > *veclus > etc.
old-G	913	Portuguese_ST	ˈvɛʎu	12857				
old-G	913	Provencal	VIEI, VIEIO	13057				
old-G	913	Romansh	vegl	26482				
old-G	913	Rumanian_List	BATRIN	13454				
old-G	913	Rumanian_List	vechi	25689				
old-G	913	Sardinian_C	BECCU	14045				
old-G	913	Sardinian_N	VETHTHU	14444				
old-G	913	Spanish	'bjexo	16016				
old-G	913	Walloon	VI	17953				
old-H	1038	Breton_ST	koːs	3056				
old-H	1038	Cornish	ko:θ	19757				
old-J	1322	Danish	ˈg̥ɑməl	4821				
old-J	1322	Faroese	GAMAL	5418				
old-J	1322	Icelandic_ST	ˈkaːmatl	8362				
old-J	1322	Norwegian	GAMMEL	13255				
old-J	1322	Old_Norse	gamall	21718				
old-J	1322	Swedish	'gamal	16215				
old-M	2827	Irish_B	AOSTA	25679				
old-M	2827	Irish_B	ARSA(CH)	25680				
one-A	91	Afrikaans	EEN	309				
one-A	91	Breton_ST	ˈỹːnãn	3057				
one-A	91	Catalan	un	4037				
one-A	91	Cornish	onən	19759				
one-A	91	Cornish	idn	19760				
one-A	91	Danish	en	4822				
one-A	91	Dutch_List	en	5022				
one-A	91	English	wʌn	5221				
one-A	91	Faroese	EIN	5419				
one-A	91	Flemish	EEN	5615				
one-A	91	French	œ̃	5815				
one-A	91	Frisian	ien	32248				
one-A	91	Friulian	un	26277				
one-A	91	German	a‿in	6600				
one-A	91	Gothic	ains	20042				
one-A	91	Icelandic_ST	EINN	8363				
one-A	91	Irish_B	eːn̪ˠ	8756				
one-A	91	Italian	'uno	8952				
one-A	91	Ladin	UN	9533				
one-A	91	Latin	ˈuːnus	20466				
one-A	91	Luxembourgish	een	24098				
one-A	91	Norwegian	en	13256				
one-A	91	Old_English	ān	21450				
one-A	91	Old_High_German	ein	28012				
one-A	91	Old_Irish	oen / oín	28252				
one-A	91	Old_Norse	einn	21719				
one-A	91	Portuguese_ST	ũ	12858				
one-A	91	Provencal	UN, UNO	13058				
one-A	91	Romansh	in, ün	26483				
one-A	91	Rumanian_List	u'nu	13455				
one-A	91	Sardinian_C	UNU	14046				
one-A	91	Sardinian_N	UNU	14445				
one-A	91	Schwyzerdutsch	eis	29118				
one-A	91	Scots_Gaelic	ɯːn	23864				
one-A	91	Spanish	'uno	16017				
one-A	91	Swedish	ɛn	16216				
one-A	91	Walloon	ON, IN	17954				
one-A	91	Welsh_N	UN	18545				
other-D	624	Breton_ST	al	3058				
other-D	624	Catalan	ALTRA	4038				
other-D	624	Cornish	erell	19762				
other-D	624	French	otʀ	5816				
other-D	624	Friulian	altri	26278				
other-D	624	Irish_B	EILE	8757				
other-D	624	Italian	'altro	8953				
other-D	624	Ladin	OTER	9534				
other-D	624	Latin	alter	20468	EXCLUDE			
other-D	624	Latin	alius	20467			SS	?
other-D	624	Old_Irish	aile	28253				
other-D	624	Portuguese_ST	ˈo(ou)tɾu	12859				
other-D	624	Provencal	AUTRE	13059				
other-D	624	Romansh	auter	26484				
other-D	624	Rumanian_List	alt	13456				
other-D	624	Sardinian_C	ATRU	14047				
other-D	624	Sardinian_N	ATERU	14446				
other-D	624	Scots_Gaelic	ˈeɪ.lə	23863				
other-D	624	Spanish	'otɾo	16018				
other-D	624	Walloon	OTE	17955				
other-D	624	Welsh_N	LLALL	18546				
other-E	2831	Dutch_List	nɔχ en	25700				
other-S	269	Afrikaans	ANDER	310			SS	idg. *al-tero ~ *an-tero-
other-S	269	Danish	ˈanən	4823				
other-S	269	Dutch_List	'ɑndər	5023				
other-S	269	English	'ʌðə	5222				
other-S	269	Faroese	ANNAR	5420				
other-S	269	Flemish	ANDERE	5616				
other-S	269	Frisian	o.ər	6404				
other-S	269	German	'andɐ	6601				
other-S	269	Gothic	anþar	20043				
other-S	269	Icelandic_ST	ˈanːar	8364				
other-S	269	Luxembourgish	aner	24097				
other-S	269	Norwegian	ANNEN	13257				
other-S	269	Old_English	ōþer	21451				
other-S	269	Old_High_German	ander	28013				
other-S	269	Old_Norse	annarr	21720				
other-S	269	Schwyzerdutsch	anger	29119				
other-S	269	Swedish	'anan, 'anat	16217				
person-A	93	Dutch_List	mɛns	5024				
person-A	93	Faroese	MADUR	5421				
person-A	93	Flemish	MENSCH	24861				
person-A	93	Frisian	mẽːskə	6405				
person-A	93	German	mɛnʃ	6602				
person-A	93	Gothic	manna	20044				
person-A	93	Icelandic_ST	ˈmaːðʏr	8365				
person-A	93	Luxembourgish	Mënsch	24114				
person-A	93	Norwegian	mennske	13258				
person-A	93	Old_English	mann	21452				
person-A	93	Old_High_German	mennisco	28015				
person-A	93	Old_Norse	maðr	21721				
person-A	93	Schwyzerdutsch	Mensch	31704				
person-D	915	Afrikaans	PERSOON	311	LOAN	Latin		
person-D	915	Catalan	pəɾˈsonə	26995				
person-D	915	Danish	b̥ʰæɐ̯ˈson	4824	LOAN	Latin		
person-D	915	English	'pɜ:sən	5223	LOAN	Latin		
person-D	915	Flemish	PERSOON	5617	LOAN	Latin		
person-D	915	French	pɛʀsɔn	5817				
person-D	915	Friulian	persone	26279				
person-D	915	Irish_B	PEARSA, -ANN, -ANNA	8758	LOAN	Latin		
person-D	915	Italian	per'sona	8954				
person-D	915	Ladin	PERSUNA	24863				
person-D	915	Latin	persōna	20469	EXCLUDE			wohl LOAN
person-D	915	Portuguese_ST	PESSOA	12860				
person-D	915	Provencal	PERSOUNO	13060				
person-D	915	Rumanian_List	PERSOANA	13457				
person-D	915	Sardinian_C	PERSONA	14048				
person-D	915	Sardinian_N	PESSONE	14447				
person-D	915	Scots_Gaelic	pearsa	31708	LOAN	Latin		
person-D	915	Spanish	PERSONA	16019				
person-D	915	Swedish	pæ'ʂu:n	16218	LOAN	Latin		
person-D	915	Walloon	PERSONE	17956				
person-D	915	Welsh_N	PERSON	18547	LOAN	Latin		
person-E	1039	Breton_ST	dẽ:n	3059				
person-E	1039	Irish_B	dɪnʲə	26914				
person-E	1039	Ladin	HOMENS	24862				
person-E	1039	Latin	ˈhomoː	20470			SS	s. husband-T
person-E	1039	Old_High_German	man	28014	WRONG		SS	warum nicht zu person-D?
person-E	1039	Old_Irish	duine	28254				
person-E	1039	Old_Norse	gumi	21722				
person-E	1039	Provencal	ˈɔme	27011			SS	homo etc.
person-E	1039	Romansh	uman	26485				
person-E	1039	Rumanian_List	om	26887				
person-E	1039	Spanish	'ombɾe	27228				
person-V	3173	Friulian	cristian	26673				
person-V	3173	Ladin	CRASTIAUN	9535				
person-V	3173	Romansh	carstiaun, stgaun	31618				
play-B	270	Afrikaans	SPEEL	312				
play-B	270	Dutch_List	'spelə(n)	5025				
play-B	270	Flemish	SPELEN	5618				
play-B	270	Frisian	'spiljə	25710				
play-B	270	German	'ʃpi:lən	6603				
play-B	270	Luxembourgish	spillen	24221				
play-B	270	Old_High_German	spilōt	28017				
play-B	270	Schwyzerdutsch	schpile	29121				
play-B	270	Swedish	'spe:la	16219	LOAN	German		
play-F	916	Catalan	ʒu'ɣa	27086				
play-F	916	French	ʒwe	5818				
play-F	916	Friulian	zuiâ	26280				
play-F	916	Italian	dʒo'kare	8955				
play-F	916	Ladin	GIOVER	9536				
play-F	916	Portuguese_ST	ʒuˈɡaɾ	12861				
play-F	916	Provencal	JOUGA	13061				
play-F	916	Romansh	giugar	26486				
play-F	916	Rumanian_List	a juca	13458				
play-F	916	Sardinian_C	GOGAI	14049				
play-F	916	Sardinian_N	JOKARE	14448				
play-F	916	Spanish	xu'ɣaɾ	16020				
play-F	916	Walloon	DJOUWER	17957				
play-G	1040	Breton_ST	'xwa:ri	3060				
play-G	1040	Cornish	gwari	19766				
play-G	1040	Welsh_N	CHWARAE	18548				
play-J	1354	English	pleɪ	5224				
play-J	1354	Old_English	plegaþ	21453				
play-L	1730	Irish_B	IMRIM	8759				
play-M	2833	Danish	ˈlɑjə	4825				
play-M	2833	Faroese	LEIKA	5422				
play-M	2833	Icelandic_ST	LEIKA SER	8366				
play-M	2833	Norwegian	LEKE	13259				
play-M	2833	Old_Norse	leika	21723				
play-M	2833	Swedish	'le:ka	25712				
play-Q	3828	Latin	lūdere	20471				
pull-B	271	Afrikaans	TREK	313				
pull-B	271	Danish	d̥ʰʁag̥ʰə	4826				
pull-B	271	Dutch_List	'trɛkə(n)	5026				
pull-B	271	Flemish	TREKKEN	5619				
pull-B	271	Frisian	'trɛkə	27673				
pull-B	271	Frisian	'lukə	6407				
pull-B	271	Norwegian	TREKKE	13260				
pull-G	917	Portuguese_ST	puˈʃaɾ	12862			SS	? pulsare, also < ‹stossen›?
pull-H	1041	Cornish	tenna	19769				
pull-H	1041	Welsh_N	TYNNU	18549				
pull-I	1095	Breton_ST	'saʃã	3061				
pull-J	2839	Faroese	DRAGA	5423				
pull-J	2839	Icelandic_ST	ˈtraːɣa	8367				
pull-J	2839	Latin	trahere	20472				
pull-J	2839	Old_English	drægþ	21455				
pull-J	2839	Old_Norse	draga	21724				
pull-J	2839	Rumanian_List	a trage	13459				
pull-J	2839	Swedish	'ryka	27254				
pull-J	2839	Swedish	drɑ:	16220				
pull-K	1267	Catalan	'tɾɛuwɾə	4040				
pull-K	1267	Catalan	əsti'ɾa	27087				
pull-K	1267	French	tiʀe	5819				
pull-K	1267	Friulian	tirâ	26281				
pull-K	1267	Italian	ti'rare	8956				
pull-K	1267	Ladin	TRER	9537				
pull-K	1267	Provencal	TIRA, TRAIRE	13062				
pull-K	1267	Romansh	trair	26487				
pull-K	1267	Sardinian_C	TIRAI	14050				
pull-K	1267	Spanish	ti'ɾaɾ	16021				
pull-L	1372	Faroese	TOGA	25720				
pull-L	1372	German	't͜si:ən	6604				
pull-L	1372	Icelandic_ST	ˈtʰɔːɣa	26967				
pull-L	1372	Luxembourgish	zéien	24213				
pull-L	1372	Old_English	tīehþ	21454				
pull-L	1372	Old_High_German	ziuhit	28019				
pull-L	1372	Old_Norse	togar	21725				
pull-L	1372	Schwyzerdutsch	zie	29122				
pull-N	1731	Irish_B	TARRAINGIM, STRACAIM, STATHAIM	8760				
pull-N	1731	Scots_Gaelic	tarraing	23988				
pull-T	2837	Gothic	atþinsiþ	20046				
pull-T	2837	Old_High_German	dinsit	28018				
push-Ac	2849	Irish_B	BRUIDHIM	25738				
push-Ac	2849	Scots_Gaelic	brùth	23989				
push-B	272	Afrikaans	VOORT-DRYF, VOORT-DRYWE	314				
push-B	272	Frisian	'trjo.uə	25726				
push-C	452	Old_Norse	skjóta	21727				
push-C	452	Swedish	'ʃʉ:ta	16221				
push-G	918	Portuguese_ST	ẽpuˈʀaɾ	12863				
push-H	1042	Breton_ST	'bũntã	3062	LOAN	French		
push-H	1042	Provencal	BUTA	13063				
push-H	1042	Walloon	BOUTER	17959				
push-L	1268	Catalan	əm'pɛɲə	4041				
push-L	1268	Provencal	EMPEGNE	25736				
push-N	1339	Dutch_List	'sχœyvə(n)	5027				
push-N	1339	Gothic	afskiubiþ	20047				
push-N	1339	Norwegian	SKYVE	13261				
push-N	1339	Old_English	scȳfþ	21456				
push-N	1339	Old_High_German	sciubit	28020				
push-N	1339	Old_Norse	skúfa	21726				
push-P	1399	English	pʊʃ	5226	LOAN	French		
push-P	1399	French	puse	5820				
push-P	1399	Spanish	empu'xaɾ	16022				
push-S	1771	Italian	'spindʒere	8957				
push-S	1771	Rumanian_List	a împinge	13460				
push-S	1771	Sardinian_C	SPINGI	14051				
push-S	1771	Sardinian_N	ISPINGERE	14450				
push-V	2161	Welsh_N	GWTHIO	18550				
push-W	2841	Old_Norse	hrinda	21728				
push-X	2842	Danish	ˈsd̥ø:ðə	4827				
push-X	2842	Dutch_List	'dywə(n)	25725				
push-X	2842	Flemish	DUWEN	5620				
push-X	2842	German	'ʃto:sn̩	6605			SS	lat. tundo etc.
push-X	2842	Schwyzerdutsch	schtoosse	29123				
push-X	2842	Swedish	'stø:ta	25723				
rain-B	273	Afrikaans	REEN, REGENT	315				
rain-B	273	Danish	ʁɑjn	4828				
rain-B	273	Dutch_List	'reɣənə(n)	5028				
rain-B	273	English	reɪn	5227				
rain-B	273	Faroese	REGNA	5425				
rain-B	273	Flemish	REGENEN	5621				
rain-B	273	Frisian	rain	6409				
rain-B	273	German	're:gnən	6606				
rain-B	273	Gothic	rignjan	20048				
rain-B	273	Icelandic_ST	ˈrɪkna	8369				
rain-B	273	Luxembourgish	Reen	24231				
rain-B	273	Norwegian	REGNE	13262				
rain-B	273	Old_English	regn	21457				
rain-B	273	Old_High_German	regan	28021				
rain-B	273	Old_Norse	rigna	21729				
rain-B	273	Schwyzerdutsch	räge	29124				
rain-B	273	Swedish	rɛŋn	16222				
rain-C	4074	Old_Irish	flechud	28259				
rain-E	919	Catalan	'plɔuwɾə	4042				
rain-E	919	French	pløvwaʀ	5821				
rain-E	919	Friulian	ploie	26283				
rain-E	919	Italian	'pjɔvere	8958				
rain-E	919	Ladin	PLOUVER, PLOVER	9539				
rain-E	919	Latin	pluvia	20475			SS	> *plovia > *ploia > ital. pioggia
rain-E	919	Provencal	PLOURE	13064				
rain-E	919	Romansh	plievgia	26489				
rain-E	919	Rumanian_List	A PLOUA	13461				
rain-E	919	Rumanian_List	ˈplʷaje	26900				
rain-E	919	Sardinian_C	PROI	14052				
rain-E	919	Sardinian_N	PROERE	14451				
rain-E	919	Spanish	'ʎuβja	16023				
rain-E	919	Walloon	PLOURE	17960				
rain-F	1043	Breton_ST	glaw	3063				
rain-F	1043	Cornish	glaw	19772				
rain-F	1043	Welsh_N	BWRWGLAW, GLAWIO	18551				
rain-K	1733	Irish_B	DO DHEANAMH   FEARTHAINNE	8762				
rain-O	2362	Scots_Gaelic	uisge	24007				
rain-Q	3078	Catalan	CAURER	26044				
rain-F	3078	Portuguese_ST	ˈʃuvɐ	12864			SS	gehört zu rain-F (span. lluvia)
red-B	274	Afrikaans	ROOI	316				
red-B	274	Breton_ST	ry:s	3064				
red-B	274	Catalan	rɔtʃ	4043				
red-B	274	Cornish	ri:ð	19773				
red-B	274	Danish	ʁoð	4829				
red-B	274	Dutch_List	rot	5029				
red-B	274	English	rɛd	5228				
red-B	274	Faroese	REYDUR	5426				
red-B	274	Flemish	ROOD	5622				
red-B	274	French	ʀuʒ	5822			SS	< rubeus
red-B	274	Frisian	rɪ.ə, rɪ.ət	6410				
red-B	274	Friulian	ros	26284				
red-B	274	German	ro:t	6607				
red-B	274	Gothic	rauþs	20049				
red-B	274	Icelandic_ST	ˈrøyːðʏr	8370				
red-B	274	Irish_B	ruə	26933				
red-B	274	Italian	'rosso	8959				
red-B	274	Latin	ˈruber	20476				
red-B	274	Luxembourgish	rout	24253				
red-B	274	Norwegian	ɾøː	13263				
red-B	274	Old_English	rēad	21458				
red-B	274	Old_High_German	rōt	28022				
red-B	274	Old_Irish	rúad	28261				
red-B	274	Old_Norse	rauðr	21730				
red-B	274	Provencal	ROUGE	13065				
red-B	274	Provencal	JO	23613				
red-B	274	Sardinian_C	ARRUBIU	14053				
red-B	274	Sardinian_N	RUJU	14452				
red-B	274	Schwyzerdutsch	root	29125				
red-B	274	Scots_Gaelic	ruəɣ	24034				
red-B	274	Spanish	'roxo	16024				
red-B	274	Swedish	røːd	16223				
red-B	274	Walloon	RODJE	17961				
red-B	274	Welsh_N	RHUDD	23610				
red-F	920	Catalan	bəɾ'mɛʎ, vəɾ'mɛʎ; beɾ'meʎ, veɾ'meʎ	27007				
red-F	920	Portuguese_ST	vɨɾˈmɐjʎu	12865				
red-H	1523	Ladin	COTSCHEN	9540				
red-H	1523	Romansh	tgietschen	26490				
red-H	1523	Welsh_N	koːx	18552	LOAN	Latin		
red-I	1734	Irish_B	ˈdʲarəɡ	8763				
red-I	1734	Old_Irish	derg	28262				
red-I	1734	Scots_Gaelic	ˈʤʲɛrək, dʲarak	24035				
red-M	2052	Rumanian_List	roșu	13462				
right-C	275	Afrikaans	REG	317				
right-C	275	Breton_ST	rɛjs	3065				
right-C	275	Catalan	dɾɛt	25746				
right-C	275	Catalan	rɛktə	4044				
right-C	275	Danish	ʁad̥ʰ	4830				
right-C	275	Dutch_List	rɛχt	25747				
right-C	275	Dutch_List	rɛχt'matəɣ	5030				
right-C	275	English	raɪt	5229				
right-C	275	Faroese	RAETTUR	5427				
right-C	275	German	rɛçt	6608				
right-C	275	Gothic	raihtabat	20051				
right-C	275	Icelandic_ST	ˈrjɛhtʏr	8371				
right-C	275	Ladin	DRET	9541				
right-C	275	Latin	rēctus	20477			SS	(dirigere) directus > *derectus > etc. → Subgruppen? Ital. auch dritto, retto
right-C	275	Luxembourgish	richteg	24278				
right-C	275	Norwegian	RIKTIG	13264				
right-C	275	Old_English	riht (?)	21459				
right-C	275	Old_High_German	reht	28024				
right-C	275	Old_Norse	réttr	21731				
right-C	275	Portuguese_ST	diˈɾɐjtu	12866				
right-C	275	Rumanian_List	DREPT	25751				
right-C	275	Schwyzerdutsch	richtig	29126				
right-C	275	Spanish	DERECHO	16025				
right-C	275	Swedish	rɪktɪɡ	26991				
right-C	275	Swedish	rɛt	16224				
right-J	1044	Irish_B	COIR	8764				
right-J	1044	Old_Irish	cert	28264				
right-J	1044	Old_Irish	cóir	28265				
right-J	1044	Welsh_N	CYWIR	18553				
right-L	2855	Catalan	ʒus	25750				
right-L	2855	French	ʒyst	5823				
right-L	2855	Friulian	just	26674				
right-L	2855	Italian	'dʒusto	8960				
right-L	2855	Provencal	JUST, USTO	13066				
right-L	2855	Sardinian_C	GUSTU	14054				
right-L	2855	Sardinian_N	JUSTU	14453				
right-L	2855	Walloon	DJUSSE	17962				
right-M	2856	Catalan	ku'rektə, ko'rɛkte	27008				
right-M	2856	Friulian	coret	26285				
right-M	2856	Portuguese_ST	kuˈʀɛtu	26800				
right-M	2856	Romansh	correct	26491				
right-M	2856	Rumanian_List	corect	13463				
right-M	2856	Spanish	ko'rekto	27248				
right-O	2857	Cornish	ewn	19774				
right-Q	1911	Gothic	taíhswa	20050	EXCLUDE			
rightside-D	276	Afrikaans	REG	318			SS	Unterschied zu right-C?
rightside-D	276	Catalan	dɾɛt	4045				
rightside-D	276	Dutch_List	rɛχts, 'rɛχtər	5031				
rightside-D	276	English	raɪt	5230				
rightside-D	276	Flemish	REGTSCH	5624				
rightside-D	276	French	dʀwɑ	5824				
rightside-D	276	Friulian	drete	26286				
rightside-D	276	German	rɛçt	6609				
rightside-D	276	Gothic	garaíhts	20052	EXCLUDE		SS	aber zu right-C?
rightside-D	276	Ladin	DRET	9542				
rightside-D	276	Luxembourgish	riets	24282				
rightside-D	276	Portuguese_ST	diˈɾejtɐ	12867				
rightside-D	276	Provencal	DRE, ECHO	13067				
rightside-D	276	Romansh	dretg	26492				
rightside-D	276	Rumanian_List	(PE PARTA) DREAPTA (ON THE RIGHT SIDE)	13464				
rightside-D	276	Rumanian_List	drept	26904				
rightside-D	276	Sardinian_C	DERETTU	14055				
rightside-D	276	Sardinian_N	DERETTU	14454				
rightside-D	276	Schwyzerdutsch	rächts	29127				
rightside-D	276	Spanish	de'ɾeʧa	16026				
rightside-D	276	Walloon	DREUT	17963				
rightside-G	542	Breton_ST	'deu	3066				
rightside-G	542	Cornish	deghow	19777				
rightside-G	542	Friulian	diestre	26675				
rightside-G	542	Gothic	taíhswa	30738				
rightside-G	542	Irish_B	dʲas	26939				
rightside-G	542	Italian	'dɛstro	8961				
rightside-G	542	Latin	dexter	20478				
rightside-G	542	Old_High_German	zeso	28023				
rightside-G	542	Old_Irish	dess	28263				
rightside-G	542	Scots_Gaelic	ʤʲɛs	24063				
rightside-G	542	Welsh_N	DE, DEHEU	18554				
rightside-M	1323	Danish	ˈhʌjʁʌ	4831				
rightside-M	1323	Faroese	HOGRI	5428				
rightside-M	1323	Icelandic_ST	HAEGRI	8372				
rightside-M	1323	Norwegian	HOYRE	13265				
rightside-M	1323	Old_Norse	hœgri	21732				
rightside-M	1323	Swedish	'hø:gər	16225				
river-F	921	Afrikaans	RIVIER	319	LOAN	French		
river-F	921	Dutch_List	ri'vir	5032	LOAN	French		
river-F	921	English	'rɪvə	5231	LOAN	French		
river-F	921	Flemish	RIVIER	5625				
river-F	921	French	ʀivjɛʀ	5825			SS	ripa > riparius X rivus, rius
river-F	921	Frisian	rə'vi.ər	6411	LOAN	French		
river-F	921	Provencal	RIBIERO	13068				
river-F	921	Walloon	RIVIRE	17964				
river-G	1045	Breton_ST	stɛ:r	3067				
river-H	1164	Catalan	ˈriw	4046				
river-H	1164	Gothic	runs	20055				
river-H	1164	Portuguese_ST	ˈʀiu	12868				
river-H	1164	Provencal	ˈrriw	27020				
river-H	1164	Rumanian_List	rɨw	25148				
river-H	1164	Sardinian_N	RIVU	14455				
river-H	1164	Spanish	'rio	16027				
river-J	2651	Friulian	flum	26287				
river-J	2651	Italian	'fjume	8962				
river-J	2651	Ladin	FLUM	9543				
river-J	2651	Latin	flūmen	20479				
river-J	2651	Romansh	flum	26493				
river-J	2651	Rumanian_List	FLUVIU	13465				
river-J	2651	Sardinian_C	FLUMINI	14056				
river-L	1735	Cornish	aüan	19778				
river-L	1735	Irish_B	əunʲ, əun̠ʲ, oːn̠ʲ	8766				
river-L	1735	Old_Irish	aub	28266				
river-L	1735	Scots_Gaelic	abhainn	24008				
river-L	1735	Welsh_N	AFON	18555				
river-N	2039	Norwegian	elv	13266				
river-N	2039	Swedish	ælv	26987				
river-O	2649	Faroese	ɔaː	5429				
river-O	2649	Gothic	aƕa	20053				
river-O	2649	Icelandic_ST	auː	8373				
river-O	2649	Old_English	ēa	21461				
river-O	2649	Old_High_German	aha	28025			SS	dt. Aue etc.
river-O	2649	Old_Norse	á	21733				
river-P	2652	Danish	floð	4832	LOAN	?		
river-P	2652	German	flʊs	6610				
river-P	2652	Gothic	flōdus	20054				
river-P	2652	Luxembourgish	Floss	24232				
river-P	2652	Old_High_German	fluz	28026				
river-P	2652	Schwyzerdutsch	fluss	29128				
river-P	2652	Swedish	flu:d	16226	LOAN	?		
road-Ae	4024	Friulian	troi	31663			SS	← germ. ‹Trog› etc. ??
road-Ae	4024	Romansh	trutg	31622				
road-Af	4075	Scots_Gaelic	rathad	24032	LOAN	Latin		
road-B	278	Afrikaans	WEG	320				
road-B	278	Danish	vɑj	4833				
road-B	278	Dutch_List	wɛχ	5033				
road-B	278	Faroese	ˈveːvʊr	5430				
road-B	278	Flemish	WEG	5626				
road-B	278	German	vɛk	6611				
road-B	278	Gothic	wigs	20057				
road-B	278	Icelandic_ST	vegr	8374				
road-B	278	Norwegian	VEI	13267				
road-B	278	Old_English	weg	21462				
road-B	278	Old_High_German	weg	28027				
road-B	278	Swedish	vɛ:g	16227				
road-H	922	Catalan	kə'mi	4047				
road-H	922	French	ʃ(ə)mɛ̃	5826				
road-H	922	Latin	semita	20480	LOAN	Gaulish		
road-H	922	Spanish	ka'mino	16028				
road-I	1046	Breton_ST	hɛ̃nd	3068				
road-I	1046	Old_Irish	sét	29491				
road-I	1046	Welsh_N	HEOL	24900				
road-M	1436	Frisian	pa:t	6412				
road-N	1526	Rumanian_List	drum	13466				
road-O	1736	Irish_B	ˈbˠoːhəɾˠ	8767				
road-O	1736	Old_Irish	bóthar	28268				
road-P	1772	Friulian	strade	26288				
road-P	1772	German	'lantʃtra:sə	24905			SS	warum gerade Landstrasse???
road-P	1772	Italian	'strada	8963				
road-P	1772	Luxembourgish	Strooss	24251				
road-P	1772	Old_English	strǣt	21463	LOAN	Latin		
road-P	1772	Portuguese_ST	ɨʃˈtɾadɐ	12869				
road-P	1772	Romansh	streda	26494				
road-P	1772	Schwyzerdutsch	schtrass	29129				
road-R	1826	Friulian	vie	31662				
road-R	1826	Ladin	VIA	9544				
road-R	1826	Latin	ˈwi.a	20481				
road-R	1826	Old_Norse	vegr	21735				
road-R	1826	Romansh	via	31620				
road-R	1826	Sardinian_N	VIA	14456				
road-R	1826	Walloon	VOYE	17965				
road-T	2053	Rumanian_List	cale	24901				
road-U	2384	Cornish	forh	19782	LOAN	English		
road-U	2384	Welsh_N	FFORDD	18556	LOAN	English		
road-V	2386	Gothic	gatwo	20056				
road-V	2386	Icelandic_ST	ˈkaːta	26964				
road-V	2386	Old_Norse	gata	21734				
road-W	2387	English	rəʊd	5232				
root-B	279	Afrikaans	WORTEL	321				
root-B	279	Breton_ST	'gwrizjɛn	3069				
root-B	279	Catalan	ə'rɛl	4048				
root-B	279	Cornish	gwreydh	19783				
root-B	279	Danish	ʁoð	4834				
root-B	279	Dutch_List	'wɔrtəl	5034				
root-B	279	English	ru:t	5233	LOAN	Norse	SS	aus altnord.?
root-B	279	Faroese	rɔut	5431				
root-B	279	Flemish	WORTEL	5627				
root-B	279	French	ʀasin	5827			SS	< radicina
root-B	279	Frisian	'vuatəl	6413				
root-B	279	Friulian	lidrîs	26289				
root-B	279	German	'vʊt͜sl̩	6612				
root-B	279	Gothic	waúrts	20058				
root-B	279	Icelandic_ST	ROT	8375				
root-B	279	Irish_B	PREAMH, -A	8768				
root-B	279	Italian	ra'ditʃe	8964				
root-B	279	Ladin	RISCH	9545				
root-B	279	Latin	rādix	20482				
root-B	279	Luxembourgish	Wuerzel	24134				
root-B	279	Norwegian	ROT	13268				
root-B	279	Old_English	wyrttruma	21464				
root-B	279	Old_High_German	wurzala	28028				
root-B	279	Old_Irish	frén / frém	28269				
root-B	279	Old_Norse	rót	21736				
root-B	279	Portuguese_ST	ɾɐˈiʃ	12870				
root-B	279	Provencal	RACINO	13070				
root-B	279	Romansh	ragisch	26495				
root-B	279	Rumanian_List	rădăcină	13467				
root-B	279	Sardinian_C	ARREZINA	14058				
root-B	279	Sardinian_N	RAIKINA	14457				
root-B	279	Schwyzerdutsch	wurzle	29130				
root-B	279	Scots_Gaelic	freumh	23909				
root-B	279	Spanish	ra'iθ	16029				
root-B	279	Swedish	ru:t	16228				
root-B	279	Walloon	RECENE	17966				
root-B	279	Welsh_N	GWREIDDYN	18557				
rope-B	280	Afrikaans	TOU	322				
rope-B	280	Dutch_List	tɑu	5035				
rope-B	280	Faroese	to:	26950				
rope-B	280	Flemish	TOUW	5628				
rope-B	280	Frisian	tɔ.u	6414				
rope-B	280	Norwegian	TAU	13269				
rope-B	280	Old_Norse	taug tog	21739				
rope-G	923	Breton_ST	'kɔrdɛn	3070	LOAN	French		
rope-G	923	Catalan	'kɔɾðə	4049				
rope-G	923	Catalan	'kuɾðiʎ	27088				
rope-G	923	Dutch_List	kort	25761	LOAN	French		
rope-G	923	French	kɔʀd	5828				
rope-G	923	Friulian	cuarde	26290				
rope-G	923	Italian	'kɔrda	8965				
rope-G	923	Ladin	CORDA	9546				
rope-G	923	Portuguese_ST	ˈkɔɾðɐ	12871				
rope-G	923	Provencal	CORDO	13071				
rope-G	923	Romansh	corda	26496				
rope-G	923	Spanish	'kweɾða	16030				
rope-G	923	Walloon	CWEDE	17967				
rope-K	1324	Danish	ʁεb̥	4835				
rope-K	1324	English	rəʊp	5234				
rope-K	1324	Faroese	REIP	5432				
rope-K	1324	Gothic	raip	20060				
rope-K	1324	Icelandic_ST	REIPI	8376				
rope-K	1324	Old_English	rāp	21465				
